transaction_date,region,distributor,store,sales_channel,product,category,units_sold,revenue
2024-10-15,North,Norte Supply,Belém Market Point,Pharmacy,Chocolate Bar 90g,Confectionery,11,61.71
2024-11-29,North,Norte Supply,Porto Velho Outlet,Convenience,Laundry Detergent 1L,Household,19,236.93
2024-04-17,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Classic Soda 350ml,Beverages,28,119.28
2024-11-27,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Classic Soda 350ml,Beverages,8,35.84
2024-06-16,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Peanut Mix 200g,Snacks,18,152.46
2024-03-14,Southeast,Atlântico Distribuição,Campinas Retail Hub,Cash & Carry,Laundry Detergent 1L,Household,48,623.52
2024-02-27,Southeast,Atlântico Distribuição,Campinas Retail Hub,Cash & Carry,Pasta 500g,Grocery,43,238.65
2024-05-12,Northeast,Coastal Distribution,Salvador Retail Point,Convenience,Classic Soda 350ml,Beverages,5,21.2
2024-07-10,Southeast,Atlântico Distribuição,Rio Market Center,Supermarket,Paper Towels 2-roll,Household,10,88.0
2024-02-20,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Potato Chips 120g,Snacks,11,74.58
2024-12-02,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Mineral Water 500ml,Beverages,42,117.6
2024-12-14,Southeast,SP Trade Hub,Campinas Retail Hub,E-commerce,Mineral Water 500ml,Beverages,17,44.2
2024-06-10,North,Amazon Distribution,Manaus Retail Center,Supermarket,Peanut Mix 200g,Snacks,77,659.12
2024-08-23,South,Pampa Supply,Porto Alegre Store Hub,Cash & Carry,Dish Soap 500ml,Household,98,487.06
2024-05-05,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Laundry Detergent 1L,Household,9,117.09
2024-04-10,South,SulMax Distribuidora,Curitiba Retail Point,E-commerce,Potato Chips 120g,Snacks,17,109.48
2024-07-23,Southeast,Rio Valley Distribution,Campinas Retail Hub,E-commerce,Paper Towels 2-roll,Household,17,149.77
2024-08-17,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Orange Juice 1L,Beverages,7,55.79
2024-04-02,Southeast,Rio Valley Distribution,São Paulo Prime Store,Pharmacy,Chocolate Bar 90g,Confectionery,6,31.08
2024-11-19,North,Norte Supply,Porto Velho Outlet,E-commerce,Paper Towels 2-roll,Household,8,69.36
2024-10-23,Southeast,SP Trade Hub,Rio Market Center,Supermarket,Orange Juice 1L,Beverages,76,554.8
2024-12-07,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Classic Soda 350ml,Beverages,8,38.48
2024-06-28,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Paper Towels 2-roll,Household,2,17.52
2024-11-19,Southeast,SP Trade Hub,Campinas Retail Hub,Pharmacy,Dish Soap 500ml,Household,15,69.75
2024-08-21,North,Amazon Distribution,Belém Market Point,Pharmacy,Tomato Sauce 340g,Grocery,16,70.56
2024-11-04,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Paper Towels 2-roll,Household,71,575.81
2024-05-15,North,Amazon Distribution,Belém Market Point,E-commerce,Tomato Sauce 340g,Grocery,14,58.8
2024-04-20,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Chocolate Bar 90g,Confectionery,103,555.17
2024-07-17,North,Norte Supply,Manaus Retail Center,Convenience,Mineral Water 500ml,Beverages,6,15.6
2024-12-20,Northeast,Nordeste Partners,Recife Store Hub,Convenience,Pasta 500g,Grocery,18,106.2
2024-05-20,Southeast,Atlântico Distribuição,São Paulo Prime Store,E-commerce,Pasta 500g,Grocery,4,24.04
2024-10-24,Southeast,Atlântico Distribuição,São Paulo Prime Store,Supermarket,Mineral Water 500ml,Beverages,48,124.32
2024-08-27,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Peanut Mix 200g,Snacks,61,528.26
2024-12-04,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Cookies Pack 140g,Confectionery,76,502.36
2024-12-27,North,Norte Supply,Manaus Retail Center,E-commerce,Dish Soap 500ml,Household,10,51.7
2024-10-23,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Classic Soda 350ml,Beverages,94,443.68
2024-12-23,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Mineral Water 500ml,Beverages,9,25.74
2024-11-11,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Peanut Mix 200g,Snacks,18,143.1
2024-11-06,Southeast,Rio Valley Distribution,Campinas Retail Hub,Convenience,Paper Towels 2-roll,Household,18,153.54
2024-05-30,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Cookies Pack 140g,Confectionery,60,382.2
2024-11-21,North,Norte Supply,Belém Market Point,E-commerce,Laundry Detergent 1L,Household,15,186.15
2024-07-12,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Peanut Mix 200g,Snacks,4,34.16
2024-03-16,Central-West,Cerrado Logistics,Goiânia Sales Point,Cash & Carry,Classic Soda 350ml,Beverages,78,323.7
2024-11-09,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Cookies Pack 140g,Confectionery,17,120.53
2024-01-20,Southeast,Rio Valley Distribution,Campinas Retail Hub,E-commerce,Paper Towels 2-roll,Household,11,89.65
2024-10-31,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Dish Soap 500ml,Household,2,9.2
2024-09-11,Southeast,Rio Valley Distribution,São Paulo Prime Store,Supermarket,Classic Soda 350ml,Beverages,53,252.81
2024-12-16,North,Amazon Distribution,Belém Market Point,E-commerce,Laundry Detergent 1L,Household,3,40.2
2024-12-04,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Laundry Detergent 1L,Household,30,396.9
2024-06-22,Central-West,MidBrasil Supply,Brasília Retail Hub,Convenience,Cookies Pack 140g,Confectionery,8,51.92
2024-06-07,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Laundry Detergent 1L,Household,9,117.27
2024-07-24,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,87,371.49
2024-06-11,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Orange Juice 1L,Beverages,14,112.14
2024-12-03,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Chocolate Bar 90g,Confectionery,101,568.63
2024-08-08,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Classic Soda 350ml,Beverages,120,567.6
2024-09-05,Southeast,SP Trade Hub,São Paulo Prime Store,Supermarket,Pasta 500g,Grocery,47,257.09
2024-01-13,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Potato Chips 120g,Snacks,14,92.12
2024-05-21,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Orange Juice 1L,Beverages,50,372.0
2024-10-22,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Supermarket,Pasta 500g,Grocery,40,217.6
2024-02-08,Northeast,Coastal Distribution,Recife Store Hub,Convenience,Mineral Water 500ml,Beverages,19,52.06
2024-02-24,Central-West,MidBrasil Supply,Goiânia Sales Point,E-commerce,Potato Chips 120g,Snacks,4,24.56
2024-09-27,Southeast,SP Trade Hub,Rio Market Center,E-commerce,Chocolate Bar 90g,Confectionery,14,73.5
2024-01-08,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Peanut Mix 200g,Snacks,22,191.18
2024-02-05,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Tomato Sauce 340g,Grocery,22,96.36
2024-09-18,Southeast,Rio Valley Distribution,São Paulo Prime Store,Convenience,Peanut Mix 200g,Snacks,17,135.15
2024-03-19,Southeast,SP Trade Hub,Rio Market Center,Pharmacy,Cookies Pack 140g,Confectionery,9,56.61
2024-11-28,North,Norte Supply,Belém Market Point,Cash & Carry,Laundry Detergent 1L,Household,54,650.16
2024-03-11,Southeast,SP Trade Hub,Rio Market Center,Cash & Carry,Orange Juice 1L,Beverages,114,925.68
2024-11-17,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Cookies Pack 140g,Confectionery,13,93.47
2024-11-12,Southeast,SP Trade Hub,Rio Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,17,96.73
2024-06-17,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Cookies Pack 140g,Confectionery,17,116.28
2024-05-07,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Paper Towels 2-roll,Household,4,37.16
2024-03-18,Central-West,MidBrasil Supply,Brasília Retail Hub,Supermarket,Tomato Sauce 340g,Grocery,15,65.1
2024-07-17,Central-West,Cerrado Logistics,Goiânia Sales Point,E-commerce,Paper Towels 2-roll,Household,1,8.83
2024-09-11,North,Amazon Distribution,Belém Market Point,Pharmacy,Peanut Mix 200g,Snacks,4,34.96
2024-02-11,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Mineral Water 500ml,Beverages,22,57.42
2024-08-01,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Dish Soap 500ml,Household,6,28.14
2024-01-04,Southeast,SP Trade Hub,São Paulo Prime Store,Supermarket,Potato Chips 120g,Snacks,78,485.94
2024-09-30,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Tomato Sauce 340g,Grocery,11,44.0
2024-08-14,Southeast,SP Trade Hub,Campinas Retail Hub,Supermarket,Pasta 500g,Grocery,43,259.29
2024-07-20,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Pasta 500g,Grocery,15,92.25
2024-01-26,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Classic Soda 350ml,Beverages,106,466.4
2024-02-29,South,Pampa Supply,Florianópolis Market Center,Supermarket,Pasta 500g,Grocery,51,299.37
2024-04-23,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Peanut Mix 200g,Snacks,24,198.24
2024-11-21,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Pasta 500g,Grocery,21,133.14
2024-02-24,Southeast,Rio Valley Distribution,Rio Market Center,E-commerce,Paper Towels 2-roll,Household,10,92.3
2024-05-18,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Peanut Mix 200g,Snacks,69,557.52
2024-02-17,South,Pampa Supply,Porto Alegre Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,19,73.53
2024-07-19,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Supermarket,Cookies Pack 140g,Confectionery,64,437.76
2024-11-20,Central-West,MidBrasil Supply,Brasília Retail Hub,Convenience,Potato Chips 120g,Snacks,24,153.6
2024-11-05,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Pharmacy,Chocolate Bar 90g,Confectionery,13,71.5
2024-05-24,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Peanut Mix 200g,Snacks,26,204.1
2024-07-14,South,SulMax Distribuidora,Porto Alegre Store Hub,Supermarket,Mineral Water 500ml,Beverages,64,192.64
2024-11-27,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Pasta 500g,Grocery,65,358.8
2024-12-30,Southeast,SP Trade Hub,Campinas Retail Hub,Pharmacy,Potato Chips 120g,Snacks,12,78.48
2024-12-03,North,Norte Supply,Manaus Retail Center,Supermarket,Orange Juice 1L,Beverages,56,412.72
2024-08-08,Northeast,Nordeste Partners,Fortaleza Market Center,Supermarket,Chocolate Bar 90g,Confectionery,24,136.08
2024-05-28,Southeast,SP Trade Hub,Campinas Retail Hub,Pharmacy,Pasta 500g,Grocery,17,95.37
2024-03-28,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Tomato Sauce 340g,Grocery,32,128.64
2024-11-08,South,SulMax Distribuidora,Porto Alegre Store Hub,Pharmacy,Orange Juice 1L,Beverages,15,119.55
2024-12-07,Northeast,Coastal Distribution,Fortaleza Market Center,E-commerce,Chocolate Bar 90g,Confectionery,17,98.94
2024-12-27,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Dish Soap 500ml,Household,50,252.5
2024-06-06,Southeast,Atlântico Distribuição,São Paulo Prime Store,E-commerce,Tomato Sauce 340g,Grocery,15,60.75
2024-11-17,Southeast,SP Trade Hub,Belo Horizonte Outlet,Supermarket,Laundry Detergent 1L,Household,63,737.73
2024-09-05,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Convenience,Tomato Sauce 340g,Grocery,21,89.25
2024-05-28,North,Norte Supply,Manaus Retail Center,E-commerce,Potato Chips 120g,Snacks,9,55.26
2024-06-10,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Laundry Detergent 1L,Household,48,584.16
2024-03-07,North,Amazon Distribution,Belém Market Point,Cash & Carry,Chocolate Bar 90g,Confectionery,80,464.0
2024-02-04,Northeast,Coastal Distribution,Fortaleza Market Center,Convenience,Classic Soda 350ml,Beverages,16,76.0
2024-11-06,North,Norte Supply,Manaus Retail Center,Pharmacy,Peanut Mix 200g,Snacks,5,39.7
2024-06-27,Central-West,Cerrado Logistics,Goiânia Sales Point,Pharmacy,Paper Towels 2-roll,Household,7,56.21
2024-08-10,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Peanut Mix 200g,Snacks,101,776.69
2024-04-06,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Potato Chips 120g,Snacks,17,109.14
2024-04-13,South,Pampa Supply,Curitiba Retail Point,E-commerce,Orange Juice 1L,Beverages,9,66.24
2024-01-03,Southeast,Rio Valley Distribution,São Paulo Prime Store,Cash & Carry,Laundry Detergent 1L,Household,77,902.44
2024-06-02,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Dish Soap 500ml,Household,59,270.81
2024-12-19,South,Pampa Supply,Curitiba Retail Point,Convenience,Laundry Detergent 1L,Household,23,281.06
2024-07-15,South,SulMax Distribuidora,Florianópolis Market Center,Pharmacy,Potato Chips 120g,Snacks,19,114.38
2024-02-09,Southeast,SP Trade Hub,Belo Horizonte Outlet,Pharmacy,Paper Towels 2-roll,Household,18,145.26
2024-07-14,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Orange Juice 1L,Beverages,18,137.88
2024-11-29,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Potato Chips 120g,Snacks,12,82.08
2024-07-16,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Peanut Mix 200g,Snacks,50,393.5
2024-12-09,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Cookies Pack 140g,Confectionery,15,98.1
2024-09-02,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Pasta 500g,Grocery,44,247.72
2024-12-31,North,Amazon Distribution,Belém Market Point,Pharmacy,Potato Chips 120g,Snacks,6,40.92
2024-04-23,Southeast,SP Trade Hub,Campinas Retail Hub,Supermarket,Tomato Sauce 340g,Grocery,64,273.92
2024-11-28,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Mineral Water 500ml,Beverages,59,175.23
2024-07-01,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Potato Chips 120g,Snacks,8,50.56
2024-10-28,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Peanut Mix 200g,Snacks,9,68.49
2024-06-05,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Potato Chips 120g,Snacks,13,79.04
2024-01-31,Central-West,MidBrasil Supply,Brasília Retail Hub,Supermarket,Cookies Pack 140g,Confectionery,58,414.7
2024-01-06,North,Norte Supply,Manaus Retail Center,Pharmacy,Peanut Mix 200g,Snacks,12,91.92
2024-02-05,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Orange Juice 1L,Beverages,22,177.1
2024-06-07,North,Amazon Distribution,Belém Market Point,Convenience,Cookies Pack 140g,Confectionery,25,157.75
2024-01-21,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Cookies Pack 140g,Confectionery,15,100.65
2024-05-12,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Pasta 500g,Grocery,36,207.72
2024-11-01,Southeast,Rio Valley Distribution,Campinas Retail Hub,E-commerce,Dish Soap 500ml,Household,11,57.53
2024-03-20,Central-West,MidBrasil Supply,Cuiabá Store Center,E-commerce,Mineral Water 500ml,Beverages,11,28.6
2024-11-01,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Convenience,Mineral Water 500ml,Beverages,11,31.35
2024-02-22,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Convenience,Chocolate Bar 90g,Confectionery,8,43.28
2024-04-06,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Pasta 500g,Grocery,64,376.96
2024-02-11,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Potato Chips 120g,Snacks,109,651.82
2024-04-24,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Potato Chips 120g,Snacks,97,656.69
2024-12-14,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Dish Soap 500ml,Household,43,199.95
2024-06-20,Central-West,MidBrasil Supply,Cuiabá Store Center,E-commerce,Potato Chips 120g,Snacks,10,66.8
2024-09-26,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Pasta 500g,Grocery,8,48.08
2024-03-18,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Chocolate Bar 90g,Confectionery,57,326.04
2024-12-18,Northeast,Nordeste Partners,Fortaleza Market Center,Supermarket,Chocolate Bar 90g,Confectionery,41,236.57
2024-09-07,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Orange Juice 1L,Beverages,9,73.17
2024-09-29,Central-West,MidBrasil Supply,Brasília Retail Hub,Cash & Carry,Cookies Pack 140g,Confectionery,107,736.16
2024-02-22,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Tomato Sauce 340g,Grocery,14,58.52
2024-01-24,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Pasta 500g,Grocery,100,629.0
2024-02-22,North,Amazon Distribution,Manaus Retail Center,Supermarket,Mineral Water 500ml,Beverages,27,72.09
2024-08-01,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Orange Juice 1L,Beverages,75,566.25
2024-02-20,Northeast,Nordeste Partners,Fortaleza Market Center,Convenience,Peanut Mix 200g,Snacks,11,97.02
2024-03-06,Northeast,Coastal Distribution,Recife Store Hub,Supermarket,Cookies Pack 140g,Confectionery,24,157.92
2024-11-26,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Chocolate Bar 90g,Confectionery,19,98.8
2024-09-09,North,Norte Supply,Belém Market Point,E-commerce,Tomato Sauce 340g,Grocery,18,75.6
2024-06-29,North,Amazon Distribution,Porto Velho Outlet,Cash & Carry,Dish Soap 500ml,Household,112,557.76
2024-04-05,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Peanut Mix 200g,Snacks,7,61.11
2024-07-31,Southeast,SP Trade Hub,Rio Market Center,Convenience,Peanut Mix 200g,Snacks,22,185.68
2024-10-15,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Paper Towels 2-roll,Household,8,64.96
2024-05-06,Central-West,MidBrasil Supply,Goiânia Sales Point,E-commerce,Tomato Sauce 340g,Grocery,6,24.0
2024-06-22,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Chocolate Bar 90g,Confectionery,7,37.52
2024-07-14,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Dish Soap 500ml,Household,10,52.0
2024-12-12,Northeast,Coastal Distribution,Salvador Retail Point,Convenience,Classic Soda 350ml,Beverages,21,90.51
2024-11-03,South,Pampa Supply,Florianópolis Market Center,E-commerce,Orange Juice 1L,Beverages,12,87.36
2024-10-18,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Cookies Pack 140g,Confectionery,7,48.86
2024-10-14,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Peanut Mix 200g,Snacks,15,118.5
2024-12-22,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Laundry Detergent 1L,Household,99,1140.48
2024-02-27,Northeast,Coastal Distribution,Recife Store Hub,Convenience,Chocolate Bar 90g,Confectionery,18,102.6
2024-06-19,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Potato Chips 120g,Snacks,8,49.52
2024-11-05,Southeast,SP Trade Hub,Campinas Retail Hub,E-commerce,Laundry Detergent 1L,Household,13,160.16
2024-10-03,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,E-commerce,Chocolate Bar 90g,Confectionery,9,46.35
2024-12-30,North,Norte Supply,Manaus Retail Center,Cash & Carry,Classic Soda 350ml,Beverages,100,464.0
2024-08-24,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Peanut Mix 200g,Snacks,7,60.06
2024-04-12,Southeast,Rio Valley Distribution,Rio Market Center,Convenience,Paper Towels 2-roll,Household,5,40.15
2024-01-24,Central-West,MidBrasil Supply,Brasília Retail Hub,Cash & Carry,Dish Soap 500ml,Household,41,206.64
2024-01-22,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Cookies Pack 140g,Confectionery,18,130.68
2024-08-19,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Laundry Detergent 1L,Household,8,107.84
2024-04-06,South,Pampa Supply,Curitiba Retail Point,Convenience,Mineral Water 500ml,Beverages,6,16.14
2024-06-25,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Mineral Water 500ml,Beverages,105,311.85
2024-11-25,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Mineral Water 500ml,Beverages,2,5.82
2024-05-19,South,SulMax Distribuidora,Florianópolis Market Center,Cash & Carry,Dish Soap 500ml,Household,21,105.42
2024-02-23,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Peanut Mix 200g,Snacks,52,392.6
2024-05-03,North,Norte Supply,Manaus Retail Center,Cash & Carry,Paper Towels 2-roll,Household,101,845.37
2024-07-31,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Potato Chips 120g,Snacks,10,60.6
2024-03-10,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Tomato Sauce 340g,Grocery,13,56.29
2024-11-03,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Potato Chips 120g,Snacks,15,89.85
2024-02-12,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Pasta 500g,Grocery,73,416.1
2024-12-24,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Laundry Detergent 1L,Household,61,766.16
2024-03-31,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Pasta 500g,Grocery,2,11.92
2024-07-15,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Peanut Mix 200g,Snacks,59,454.89
2024-09-06,Central-West,Cerrado Logistics,Cuiabá Store Center,Cash & Carry,Laundry Detergent 1L,Household,15,177.3
2024-08-10,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Laundry Detergent 1L,Household,101,1210.99
2024-08-28,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Orange Juice 1L,Beverages,58,469.22
2024-12-09,Northeast,Nordeste Partners,Salvador Retail Point,Cash & Carry,Mineral Water 500ml,Beverages,59,175.82
2024-09-29,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Classic Soda 350ml,Beverages,14,58.52
2024-08-23,Northeast,Coastal Distribution,Salvador Retail Point,Convenience,Pasta 500g,Grocery,8,49.2
2024-01-19,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Mineral Water 500ml,Beverages,5,13.6
2024-04-05,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Potato Chips 120g,Snacks,58,404.26
2024-02-04,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Peanut Mix 200g,Snacks,8,70.08
2024-10-31,Northeast,Nordeste Partners,Recife Store Hub,Convenience,Orange Juice 1L,Beverages,16,126.4
2024-03-13,South,Pampa Supply,Florianópolis Market Center,Convenience,Mineral Water 500ml,Beverages,16,45.92
2024-01-10,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Potato Chips 120g,Snacks,21,144.9
2024-10-18,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Paper Towels 2-roll,Household,6,50.1
2024-12-29,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Potato Chips 120g,Snacks,15,96.45
2024-12-27,North,Amazon Distribution,Belém Market Point,Convenience,Cookies Pack 140g,Confectionery,9,59.49
2024-11-23,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Pasta 500g,Grocery,27,152.01
2024-06-13,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Dish Soap 500ml,Household,6,30.9
2024-12-30,South,Pampa Supply,Florianópolis Market Center,E-commerce,Potato Chips 120g,Snacks,9,59.4
2024-10-08,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Pharmacy,Chocolate Bar 90g,Confectionery,9,52.47
2024-11-07,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Dish Soap 500ml,Household,78,351.78
2024-02-15,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Peanut Mix 200g,Snacks,6,46.8
2024-06-06,North,Norte Supply,Belém Market Point,Cash & Carry,Mineral Water 500ml,Beverages,48,144.96
2024-01-08,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Chocolate Bar 90g,Confectionery,5,26.55
2024-11-29,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Potato Chips 120g,Snacks,49,321.93
2024-07-13,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Mineral Water 500ml,Beverages,22,62.92
2024-03-19,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Tomato Sauce 340g,Grocery,19,75.81
2024-07-17,Southeast,Atlântico Distribuição,Rio Market Center,Convenience,Potato Chips 120g,Snacks,18,115.38
2024-06-05,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Pharmacy,Dish Soap 500ml,Household,14,68.32
2024-12-29,Northeast,Coastal Distribution,Fortaleza Market Center,E-commerce,Cookies Pack 140g,Confectionery,7,43.82
2024-09-06,North,Amazon Distribution,Manaus Retail Center,Supermarket,Mineral Water 500ml,Beverages,80,240.0
2024-08-01,North,Norte Supply,Manaus Retail Center,Supermarket,Dish Soap 500ml,Household,71,326.6
2024-05-24,South,Pampa Supply,Curitiba Retail Point,Convenience,Laundry Detergent 1L,Household,22,257.18
2024-08-23,South,Pampa Supply,Curitiba Retail Point,Convenience,Paper Towels 2-roll,Household,14,120.26
2024-10-05,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Potato Chips 120g,Snacks,51,336.09
2024-09-20,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Cookies Pack 140g,Confectionery,38,272.46
2024-07-25,South,Pampa Supply,Florianópolis Market Center,Convenience,Paper Towels 2-roll,Household,5,42.15
2024-02-05,North,Amazon Distribution,Porto Velho Outlet,Pharmacy,Cookies Pack 140g,Confectionery,13,90.09
2024-09-27,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Tomato Sauce 340g,Grocery,22,85.58
2024-01-08,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Laundry Detergent 1L,Household,8,92.88
2024-02-06,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Paper Towels 2-roll,Household,4,33.04
2024-03-12,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Dish Soap 500ml,Household,44,228.36
2024-12-17,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Paper Towels 2-roll,Household,32,282.56
2024-04-10,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Mineral Water 500ml,Beverages,15,43.95
